idx,area,name,addr1,addr2,zipcode,open_info,close_info,type,target1_code,target1_etc,target2_code,target2_etc,item_code,item_etc,lat,lng,sup_obj,sup_num,sup_item,storeType,img_src
189,영등포구,당산돈,서울 영등포구 당산로35길 6,1층,19,11:00 ~ 22:00,"공휴일, 일요일 (코로나로 인해 토요일 당분간 휴무)",1,1,,1,,99,김치찌개,37.52898745,126.8971809,결식아동,아이 본인만,김치찌개,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/189/dd9d590663264ce2a5cad7d89128a451.jpeg
412,영등포구,쿠이대,서울 영등포구 도림동 232-2,1층식당,19,11시~~9시,3시~5시주말휴무,1,1,,1,,2,,37.50715635,126.898142,결식아동,아이 본인만,,서점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
58,영등포구,홍대돈부리 영등포점,서울 영등포구 도신로29사길 3,모두의주방 5호 홍대돈부리,19,09:00-20:50,연중무휴,1,2,,1,,99,"가츠동, 믹스가츠동, 가라아게동, 규",37.51018327,126.9049457,결식아동,동반 1인,"가츠동, 믹스가츠동, 가라아게동, 규",음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/58/fba6dd9967974ac8839c7115512ab3d6.jpg
59,영등포구,까사피에스타 영등포점,서울 영등포구 도신로29사길 3,모두의주방 1호 까사피에스타,19,09:00-20:50,"연중무휴, 16:00-17:00 쉬는시간",1,2,,"01,02",,2,,37.51018327,126.9049457,"결식아동,독거노인",동반 1인,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/59/b9934804b18545b8a8d4606108de6093.jpg
268,영등포구,직화삼겹직구삼 대림신길점,서울 영등포구 디지털로66길 8,1층 직구삼,19,11:00에서 새벽1시,연중무휴,1,1,,"01,02",,1,,37.49252558,126.9045513,"결식아동,독거노인",아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/268/47b8938259314ff49d71bf314c43a240.jpg
461,영등포구,브로스키친,서울 영등포구 선유동1로 6-4,1층 브로스키친,19,11:00 ~ 25:00,없음,1,99,어려운아이들과 어려운 가정에게,1,,1,,37.52246613,126.891781,결식아동,어려운아이들과 어려운 가정에게,,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
496,영등포구,샐러디 롯데마트서울양평점,서울 영등포구 선유로 138,롯데마트 1층 샐러디,19,오전11시-오후8시,오후3-5시(변동있음),1,1,,1,,1,,37.52606589,126.891572,결식아동,아이 본인만,,대형 슈퍼마켓,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
194,영등포구,디와이코퍼레이션(GalleryDIM),서울 영등포구 선유로3길 10,105호 갤러리딤,19,11:00~19:00,주말 및 공휴일,3,2,,,,99,제로웨이스트 제품 or  체험,37.51610031,126.8868154,,동반 1인,제로웨이스트 제품 or  체험,제조업체,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/194/07efa9babc2e4325a9f0a1a54993c2b7.jpg
928,영등포구,신길점추오정남원추어탕,서울 영등포구 신풍로 110,1층,19,09~21,없음(로테이션),1,2,,"01,02",,1,,37.499763,126.9183635,"결식아동,독거노인",동반 1인,,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/928/3b6272f5a4dc4da9b92bb91ff0a5f2a1.jpg
122,영등포구,더복희네,서울 영등포구 의사당대로 26,지하1층 113호 더복희네,19,오전11:00~오후10:00,없음,1,2,,1,,99,1인 1메뉴 제공가능합니다.,37.52653714,126.9181067,결식아동,동반 1인,1인 1메뉴 제공가능합니다.,한식당,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/122/cf151e8fabbd4368888e42048e5798fa.png
445,용산구,본도시락 한남점,서울 용산구 독서당로 22,107호,3,09:00~20:00,일요일,1,2,,1,,1,,37.53016316,127.0078018,결식아동,동반 1인,,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/445/9f84d2acff574c8cbc1c570745f0828a.jpg
29,용산구,아힘사 요가&명상,서울 용산구 새창로 217,805호,3,6:30-22:00,"법정공휴일, 주말",99,2,,1,,99,요가 일반 수련,37.53021668,126.9677763,결식아동,동반 1인,요가 일반 수련,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
295,용산구,더트레인,서울 용산구 청파로 74,전자랜드 본관 5층 B501호,3,11시~20시,없음,1,2,,"01,02,99",군장병,99,음료 및 기차모디오라마 10분 무료,37.53278886,126.9595585,"결식아동,독거노인,군장병",동반 1인,음료 및 기차모디오라마 1분 무료,쇼핑몰,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/295/3b1bb4a6c2024826bfc08105cbbb7661.jpg
889,용산구,인스타일,서울 용산구 한강대로23길 55,용산역내인포메이션앞꽃집,3,08~23,연중무휴,99,1,,1,,2,,37.5297718,126.9647415,결식아동,아이 본인만,,뷔페 식당,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/889/87636ad8f10b4ee7a025e2b02d6dc18f.jpg
113,용산구,얌샘김밥 남영점,서울 용산구 한강대로77길 18,1층 얌샘김밥,3,07시 ~ 24시,명절 휴무,1,1,,1,,2,,37.54207521,126.9716704,결식아동,아이 본인만,,간이음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/113/77d091c6d48a4f19951ed3b01dea6301.jpg
812,은평구,선경하우징,서울 은평구 갈현동 509-1,1층,13,09~19시,없음,3,1,,1,,1,,37.61519564,126.911789,결식아동,아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
764,은평구,일월만두,서울 은평구 서오릉로 72,1층,13,아침 10시~ 저녁 9시반,매주일요일,1,1,,1,,99,아이가 먹고싶은거,37.60685272,126.9226733,결식아동,아이 본인만,아이가 먹고싶은거,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/764/52b4dad15bb3408298ff15c434b4b2cb.jpg
332,은평구,로드락후라이드 은평신사점,서울 은평구 신사동 7-24,1층 로드락후라이드,13,14:00 ~ 02:00,없음,1,2,,1,,2,,37.60144952,126.9104816,결식아동,동반 1인,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/332/25c459ab943444119f1fdeb49293b65d.jpg
919,은평구,달아요,서울 은평구 연서로48길 11,514동 상가 105B,13,10시부터 2시,없음,99,2,,"01,02,99",독거노인,99,과일,37.6377915,126.936819,"결식아동,독거노인,독거노인",동반 1인,과일,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/919/b2e72e65a6474a34981ec217be41dc98.jpg
81,은평구,단발소녀,서울 은평구 응암로 285,1층 카페단발소녀,13,11~21,없음,1,1,,"01,02,99",국가유공자,1,,37.5971843,126.9197235,"결식아동,독거노인,국가유공자",아이 본인만,,커피숍/커피 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/81/a5b77599afe84851938ee3a122a0ee93.jpg
730,은평구,갓츠킹 가마솥돈까스 진관점,서울 은평구 진관1로 21-39,1층 108호 갓츠킹 가마솥돈까스 진,13,11:00~21 :00/ 라스트오더 20:00,,1,1,,1,,99,아이가 먹고싶은거,37.63386256,126.9185725,결식아동,아이 본인만,아이가 먹고싶은거,돈까스 전문식당,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/730/e034f2efbb5043bb874d97a6e5489c24.jpg
441,은평구,갈현동할머니떡볶이,서울 은평구 진관3로 67,911동103호 갈현동할머니떡볶이,13,10:30~19:30,"일,월요일",1,1,,1,,1,,37.64276446,126.9209327,결식아동,아이 본인만,,김밥전문점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/441/ca8cc65667a14126858ed1ec2b861dd6.jpg
805,종로구,콤콤오락실,서울 종로구 옥인길 28,1층,1,24시간,없음,99,1,,1,,1,,37.58097324,126.9672412,결식아동,아이 본인만,,전자오락실,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/805/6ed8b2bbd74a41bcb2e78f2ed56a8f6a.jpg
505,종로구,부산아지매국밥 트윈트리타워점,서울 종로구 율곡로 6,104-1101,1,10:30~19:30,일요일 격주 휴무,1,2,,1,,1,,37.57545386,126.9797758,결식아동,동반 1인,,회사 사무실,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/505/47ba1985c82e4023a8bba2817416eec0.png
692,종로구,연혜인참치,서울 종로구 종로 286,2층연혜인참치,1,오전10:00~오후10:00까지,15:00~16:30까지,99,2,,1,,99,초밥.매운탕(대구.알탕.회덮밥.알밥,37.57085836,127.0103483,결식아동,동반 1인,초밥.매운탕(대구.알탕.회덮밥.알밥,참치 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
310,종로구,"레기돌(넘버나인,해피필링)",서울 종로구 창신동 436-64,1층 102호 넘버나인,1,밤12-낮12시,일요일,99,1,,1,,1,,37.57011375,127.0147848,결식아동,아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/310/95278f322d194014b8ba78e9327910ac.jpeg
630,종로구,레이지버거클럽,서울 종로구 창의문로11길 23,2층,1,11:30 - 21:00,15:00 - 16:30,1,3,,1,,1,,37.59338974,126.9615712,결식아동,동반 2인,,햄버거 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
783,종로구,교촌치킨평창점,서울 종로구 평창문화로 75,글로리아타운 A동 107호,1,12:00~23:30,"구정, 추석",1,2,,"01,02",,1,,37.60686264,126.9690062,"결식아동,독거노인",동반 1인,,닭요리전문점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
736,중구,공일부엌,서울 중구 만리재로 209,1층,2,11시~10시,3시~5시,1,3,,"01,02",,1,,37.55606592,126.9681386,"결식아동,독거노인",동반 2인,,한식당,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/736/0b2fdb94f44b4884aefc36cad522ee15.jpg
721,중랑구,소소한얼,서울 중랑구 겸재로50길 53,지하1층,8,11:00~23:00,없음,1,3,,"01,02,99",독거노인,99,식혜.수정과,37.58907805,127.0931941,"결식아동,독거노인,독거노인",동반 2인,식혜.수정과,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/721/df12e68ebb0f4925b3e09b49adad1f9a.jpg
25,중랑구,쌀똑핫도그 태릉점,서울 중랑구 공릉로12가길 29,1층,8,평일 1시 - 12시  주말 11시 - 12시,없음,1,1,,"01,02",,1,,37.61727613,127.0810183,"결식아동,독거노인",아이 본인만,,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/25/99671c86392449bdb9281a96e8b37eb2.jpg
126,중랑구,카페더메뉴얼,서울 중랑구 동일로157길 65,1층,8,11:00-20:00,매주 수요일 휴무,1,99,가족이나 친구들과 함께 와도 좋습니다,"01,99",독거노인 어르신,1,,37.60933564,127.0741511,"결식아동,독거노인 어르신",가족이나 친구들과 함께 와도 좋습니다,,카페,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
109,중랑구,함평국밥,서울 중랑구 봉우재로33길 73,함평국밥,8,오전 11:30오픈 오후 10시 마감,일요일,1,2,,1,,99,국밥/비빔밥,37.59547032,127.0892169,결식아동,동반 1인,국밥/비빔밥,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/109/9dcd4aafc6904450a7ddaf80e2ebf9aa.jpeg
319,중랑구,네네치킨신내1점,서울 중랑구 신내로 135,네네치킨,8,18:00~24:00,매주월요일,1,1,,1,,1,,37.6113848,127.0958495,결식아동,아이 본인만,,후라이드/양념치킨집,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/319/31f6e3d9a0984c3d9ba4490cc9a37586.jpg
911,중랑구,마석감자탕,서울 중랑구 신내로10길 29,1층,8,10:00 ~22:00,15:00 ~16:00,1,1,,"01,02",,99,뼈해장국 / 돈가스 / 뚝배기불고기,37.60451914,127.0972138,"결식아동,독거노인",아이 본인만,뼈해장국 / 돈가스 / 뚝배기불고기,한식당,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/911/8393ed18293a48159634ad62b1f56806.jpg
376,중랑구,브리즈,서울 중랑구 용마산로100길 7,1층 Breeze,8,평일 09시 ~ 18시,"매주 일요일, 첫째/셋째 토요일",1,2,,"01,02",,1,,37.59161095,127.0986946,"결식아동,독거노인",동반 1인,,한식당,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/376/5e3a6269e4a94542b1604f4ae1417441.jpeg
