idx,area,name,addr1,addr2,zipcode,open_info,close_info,type,target1_code,target1_etc,target2_code,target2_etc,item_code,item_etc,lat,lng,sup_obj,sup_num,sup_item,storeType,img_src
196,동대문구,봉수아피자 답십리점,서울 동대문구 전농동 46-71,1층,7,오전11시부터 오후11시까지,없음,1,1,,1,,99,콤비네이션XL 불고기XL 하와이안XL,37.57880066,127.0584512,결식아동,아이 본인만,콤비네이션XL 불고기XL 하와이안XL,피자 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/196/9a38891ca59d44fb9c8a747000b9075e.jpg
588,동대문구,너나들이 만화카페,서울 동대문구 회기동 60-71,지하 1층 너나들이,7,12:00~22:00,연중무휴,1,1,,"01,02",,1,,37.59232195,127.0508587,"결식아동,독거노인",아이 본인만,,만화 카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/588/2f525cfe58534c8d8e0b1882543f40f1.jpeg
468,동대문구,정재광 복싱 클럽,서울 동대문구 회기로 152,3층 정재광 복싱클럽,7,오전 12시 부터  오후 10시 까지,법정 공휴일 모두 쉽니다.,2,1,,1,,1,,37.59106832,127.0531009,결식아동,아이 본인만,,복싱장,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/468/f8b62cbfaecc47459f08ec33c9aee523.jpg
904,동대문구,이문동辛냉면,서울 동대문구 휘경로 6-8,1층 우측,7,오전 11시~오후 7시,매주 월요일 휴무,1,1,,1,,99,"냉면, 만두",37.59580646,127.0605774,결식아동,아이 본인만,"냉면, 만두",국수 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/904/9dd14acbff6b4517852d2368d2df18e2.jpg
650,동작구,봉식이떡볶이,서울 동작구 국사봉1길 70,1층 봉식이떡볶이,20,오전 11시30분~오후9시30분,월요일,1,1,,1,,1,,37.49827945,126.9313244,결식아동,아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/650/b6e894d4a41c4423aabe19766cd39831.jpg
181,동작구,월경상점,서울 동작구 노량진로 10,스페이스살림 1층 스타트업매장 2호,20,13:00 - 20:00 (요일별 상이),"일,월 휴무",3,2,,,,99,누르 생리대,37.51239334,126.9272725,,동반 1인,누르 생리대,전자상거래 서비스,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/181/2003fb4a89774107960153b6a46c74dc.jpg
239,동작구,육대장이수역점,서울 동작구 사당동 89-6,1층 육대장,20,오전11시~오후9시,연중무휴,1,2,,"01,99",독거노인,99,"육개장,설렁탕",37.48876924,126.9813284,"결식아동,독거노인",동반 1인,"육개장,설렁탕",음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/239/239eab3530b942a4b7b4fc9db5f97f4e.jpg
544,동작구,오태식해바라기치킨 사당153점,서울 동작구 사당로16가길 42,오태식해바라기치킨,20,오전 11시 ~ 새벽 1시,주일,1,1,,1,,1,,37.48357948,126.971246,결식아동,아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/544/38e8efc563364dc4803f2b7b6eca23e6.jpg
910,동작구,브레댄코,서울 동작구 상도로 지하 272,지하2층 Bread.co 브레댄코,20,07:00-22:00,,1,2,,1,,1,,37.50320805,126.9477004,결식아동,동반 1인,,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
929,마포구,커피프릭,서울 마포구 굴레방로7길 22,"지상 1,2층",4,09:00~22:00,"구정, 추석 휴무",1,1,,"01,02,99",경찰,1,,37.55635049,126.9542749,"결식아동,독거노인,경찰",아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/929/d1cc83fdf141414d9bf2622fc90824bf.jpg
941,마포구,피에스타7커피,서울 마포구 동교동 164-18,피에스타7커피,4,"평일 : 오전 8시~23시,주말 : 오전 9시~23시",연중무휴,1,1,,"01,02",,1,,37.55596451,126.9239017,"결식아동,독거노인",아이 본인만,,카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/941/a1a93b4f02c4450ba7e8ff54868a2213.jpg
623,마포구,성산베스트플러스학원,서울 마포구 동교로 67,"2층 (망원동,삼운빌딩)",4,1200~1900,"토,일요일",2,2,,"01,02",,1,,37.5537428,126.9096697,"결식아동,독거노인",동반 1인,,사립학교,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/623/108abdd704d14d638d42dbf40279a0ea.jpg
1077,마포구,sobit gold station,서울 마포구 마포대로 53,1층 소빛골드스테이션,4,09:00~20:00,없음,1,1,,1,,99,라면세트와 케잌,37.54143216,126.9470541,결식아동,아이 본인만,라면세트와 케잌,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/1077/2687a523de6b437494fb12993de9c574.jpg
763,마포구,달콤헤어,서울 마포구 망원동 424-9,102호,4,10시~20시,없어요(예약하면 됩니다),3,1,,"01,02",,1,,37.55812751,126.9041936,"결식아동,독거노인",아이 본인만,,미용실,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/763/c324f8c4836d4914af0e666054c31854.jpg
898,마포구,동경규동상암,서울 마포구 매봉산로2길 68,1층 동경규동,4,11:00 ~ 20:00,"15:00~17:00 휴무시간 / 공휴일, 일요일 휴무",1,3,,"01,02",,1,,37.57637326,126.8961494,"결식아동,독거노인",동반 2인,,일본 음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/898/ad31505e22ed45b58f0ebc4ffdc63703.jpg
537,마포구,깊이,서울 마포구 서교동 384-14,1층 깊이커피,4,매일 10:00 ~ 24:00,없음,1,2,,"01,02,99",경찰 공무원 소방공무원 20% 할인,1,,37.55223793,126.9134894,"결식아동,독거노인,경찰 공무원 소방공무원 2% 할인 ",동반 1인,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/537/784e703e29ee4353b2dae6d9842ab6c2.jpg
575,마포구,슈츄안,서울 마포구 서교동 405-17,2층,4,오전11~익일 오전6시,연중무휴,1,99,"본인+동반1인, 복지카드+학생증지참","01,99",초등~고등학교1학년까지만(학생증확인),1,,37.5503889,126.9209387,"결식아동,초등~고등학교1학년까지만(학생증확인)","본인+동반1인, 복지카드+학생증지참",,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/575/3d6b4d4bdb5040619a417644e0352b95.jpeg
750,마포구,네임리스커피,서울 마포구 성미산로13길 89,지층 좌측호,4,평일 10~20시 토요일 11~20시 일요일 11~18,매주 수요일,1,2,,1,,2,,37.56481518,126.9160515,결식아동,동반 1인,,커피숍/커피 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/750/2a073c6cc52d4c9d81b3c4b7eb3fd048.jpg
360,마포구,블루밍부케,서울 마포구 와우산로 161,1층 꽃집,4,12:00~19:00,"월,화 휴무",99,2,,"01,02",,99,오늘의꽃다발,37.55536391,126.930336,"결식아동,독거노인",동반 1인,오늘의꽃다발,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/360/b1ec5c2de20e449996512c84d6ec850a.jpeg
30,마포구,진짜파스타,서울 마포구 와우산로 64,전원빌딩 2층 진짜파스타,4,화~일 11:30 ~ 21:00,15:30~16:30 월요일 휴무,1,2,,"01,02",,99,전메뉴 2만원 이내 제공,37.55021997,126.9232713,"결식아동,독거노인",동반 1인,전메뉴 2만원 이내 제공,이탈리아 음식점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
415,마포구,코코아트리,서울 마포구 와우산로11길 9-10,2층 카페,4,12:00~20:00,,1,,,1,,1,,37.54847247,126.9222762,결식아동,,,카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/415/969fd56faacf4a60bc4ec96276109742.jpg
1085,마포구,로샤뷰티,서울 마포구 와우산로29길 4-24,101호 로샤뷰티,4,10:30-8:00,매주 달라짐,99,1,,"01,02",,99,헤어 커트,37.5549238,126.9296221,"결식아동,독거노인",아이 본인만,헤어 커트,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/1085/6d61b4cb08084adbb718ef39ea90cf6e.jpeg
56,마포구,두두리두팡,서울 마포구 월드컵로23길 18,2층 201호 두두리두팡,4,매주 금토일 오후12시~18시(조기품절시 조기마감),매주 월화수목 휴무,1,1,,1,,99,1메뉴(케이크/제과 모두포함) 1음료,37.55709127,126.9078092,결식아동,아이 본인만,1메뉴(케이크/제과 모두포함) 1음료,제과점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/56/3421c2927ca64547bd0c5bb958d378d8.jpeg
521,마포구,블리스버거상암점,서울 마포구 월드컵북로 402,"kgit센터 1층 117,118호",4,평일 11시~9시,,1,2,,1,,1,,37.58010775,126.8889823,결식아동,동반 1인,,햄버거 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/521/01708daba76e4b26bbc5c83587a0cf05.jpeg
642,마포구,모데나,서울 마포구 월드컵북로 402,kgit센터 지하1층 푸드코트 109,4,11:30~20:00,토일휴무,1,1,,"01,02",,1,,37.58010775,126.8889823,"결식아동,독거노인",아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
749,마포구,피트니스플랜비,서울 마포구 월드컵북로54길 11,전자회관 B1 피트니스플랜비,4,오전10~오후9시,공휴일 휴무,99,99,청소년,,,2,,37.58088763,126.8883895,,청소년,,체육관,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/749/846091a1ffaa4f0eb0cc7bd95413ab07.jpg
448,서대문구,아하하일본어,서울 서대문구 가재울미래로 2,218,14,09:00 ~ 18:00,,2,1,,"01,02",,1,,37.57442036,126.9178974,"결식아동,독거노인",아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
671,서대문구,줄리앙와플and커피,서울 서대문구 거북골로 150,1층,14,오전10시새벽1시,3시~4시,1,1,,"01,02",,1,,37.57555558,126.9131872,"결식아동,독거노인",아이 본인만,,카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/671/049e4ff3421f4ae09bc84704a4d78a05.jpg
15,서대문구,아이오안경원,서울 서대문구 신촌로 1,1층 EYE OH,14,10:00~21:00,없음,99,1,,1,,2,,37.55887396,126.9273951,결식아동,아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
915,서대문구,준에이치(JUNH),서울 서대문구 연희동 130-13,1층 JUNH,14,11:00 ~ 18:00,월요일,2,2,,"01,99",저소득층 복지누리카드소지자,99,원데이클래스,37.56735783,126.9288694,"결식아동,저소득층 복지누리카드소지자",동반 1인,원데이클래스,사진사,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/915/00d4afda7f554cccaf4b552e5bea14c0.jpeg
875,서대문구,황카페,서울 서대문구 연희로 89-8,1층,14,오전11시~밤9시,매주 일요일,1,1,,1,,99,"로제떡볶이, 음료",37.56643453,126.929991,결식아동,아이 본인만,"로제떡볶이, 음료",카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/875/7b92c5e8e8c848a8be79a18556a2dd32.png
529,서대문구,고스트요거트 이대점,서울 서대문구 이화여대길 52-15,1층 고스트요거트,14,월-금 11-19/토 12-19,"14-15휴게시간/첫째주 토요일,일요일 및 공휴일 휴무",1,2,,1,,99,요거트+콤비네이션 토핑,37.55933427,126.9448747,결식아동,동반 1인,요거트+콤비네이션 토핑,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/529/85bc9c6a89c1424090cbe1c7cef0ba77.jpeg
63,서대문구,싸움의고수,서울 서대문구 홍은동 48-106,1층,14,11:00-22:00,없음,1,2,,1,,1,,37.59387089,126.9457978,결식아동,동반 1인,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/63/6e99f033b34f4b3d86ab1880289cbf1e.jpg
1013,서초구,구슬함박 서초점,서울 서초구 강남대로 321,지하 116호,22,오전11시-밤12시,매주월요일 정기휴무,1,99,만19세 미만 청소년 및 아동,1,,1,,37.49155734,127.0299709,결식아동,만19세 미만 청소년 및 아동,,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
819,서초구,해물과차돌박이,서울 서초구 강남대로12길 50,1층,22,11시30~14시,14시~17시,1,2,,1,,99,점심단품메뉴,37.47081116,127.0415619,결식아동,동반 1인,점심단품메뉴,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/819/de9bbad015514745b4d6421bb6d47745.jpg
44,서초구,장금수부대찌개양재점,서울 서초구 강남대로30길 73-3,장금수부대찌개양재점,22,오전11시 오후9시30,일요일  구정 신정  추석  전일 당일,1,2,,"01,02",,99,부대찌개,37.48287579,127.0409967,"결식아동,독거노인",동반 1인,부대찌개,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/44/9161703f1fb34504bd46397994d086b2.jpg
169,서초구,돈가스신사,서울 서초구 나루터로15길 6,신사제2빌딩 101호 돈가스신사,22,평일 11:00-21:00 토요일 11:00-15:00,"일요일, 국경일",1,1,,1,,1,,37.51618262,127.0186323,결식아동,아이 본인만,,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
1053,서초구,림돈(돈가스),서울 서초구 매헌로 16,하이브랜드 리빙관 지하1층  림돈,22,오전11시~오후8시,매주 일요일,1,1,,1,,99,돈가스,37.46246735,127.0369479,결식아동,아이 본인만,돈가스,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/1053/9fb724c9e62f44049c9a386ac7169cad.jpg
1069,서초구,아이언그릴,서울 서초구 매헌로 16,하이브랜드 지하1층 푸드코트내 113,22,09~20,일요일휴무 14~16시 브레이크타임,1,1,,"01,02",,1,,37.46246735,127.0369479,"결식아동,독거노인",아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/1069/ec98a418785d4a44b1f57387329bff6c.jpg
556,서초구,자판기가게,서울 서초구 방배천로2안길 96,1층 101호 자판기가게,22,24시간,없음,1,2,,1,,1,,37.4812784,126.984171,결식아동,동반 1인,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/556/0884429c403a4b1fbc14836a57146e37.jpg
413,서초구,원더스잉글리시아카데미,서울 서초구 서래로 17,럭스빌딩 6층,22,월-금 11:00 - 20:00 토요일 10:00 - 14:30,일요일,2,,,,,,,37.49666677,126.9980048,,,,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
530,서초구,고스트요거트 교대본점,서울 서초구 서초중앙로20길 37,1층 고스트요거트,22,월-금 10-19:30/토 11-19,"14-15휴게시간/첫째주토요일, 일요일 및 공휴일휴무",1,2,,1,,99,요거트+콤비네이션 토핑,37.49254068,127.0162371,결식아동,동반 1인,요거트+콤비네이션 토핑,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/530/ed333a82c44340a3982a2500c30f79c1.jpeg
612,성동구,만석돼지갈비,서울 성동구 고산자로12길 2,만석돼지갈비,5,11:30 ~ 22:00,없음,1,2,,1,,99,"정심식사 2인분,저녁 삼겹또는갈비 2",37.56018581,127.0347489,결식아동,동반 1인,"정심식사 2인분,저녁 삼겹또는갈비 2",음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/612/063339493bd149b3b2d519cd8172e2cf.jpg
1011,성동구,카페 드 모나코,서울 성동구 고산자로2길 65,카페 드 모나코,5,오전9시 ~ 오후 10시,연중무휴,1,1,,"01,02",,1,,37.55619853,127.0388365,"결식아동,독거노인",아이 본인만,,카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/1011/e04d13637bf74bf780d7db5ccb36775b.jpeg
83,성동구,투썸플레이스  금호하이리버점,서울 성동구 금호로 105,투썸플레이스  금호하이리버점,5,8~23시,없음,99,1,,1,,99,샌드위치류. 브레드류. 음료류. 케익,37.55237636,127.0245531,결식아동,아이 본인만,샌드위치류. 브레드류. 음료류. 케익,카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/83/1d037033076841ceb3a9501996a82579.jpg
696,성동구,돈카츠마켙왕십리점,서울 성동구 무학로 33,상가152동 비1층 비106호,5,10:00~21:00,매주 월요일,1,2,,1,,1,,37.56916416,127.0263479,결식아동,동반 1인,,음식점/카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/696/6e9d0afe4333471cbdc849f015a6da60.jpg
658,성동구,쑤쑤타이,서울 성동구 상원1길 12,1층 쑤쑤타이,5,확인요망,일요일,1,1,,1,,,,37.54497088,127.0490942,결식아동,아이 본인만,,태국 음식점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
848,성동구,루트비커피 성수점,서울 성동구 아차산로15길 10,성원상떼뷰오피스텔 107호 루트비커피,5,07:00 ~ 18:30,일요일 (임시휴무있음),1,1,,"01,02,99","소방관 1인 무료, 추가인원50%할인",1,,37.54369624,127.0626068,"결식아동,독거노인,소방관 1인 무료, 추가인원5%할인",아이 본인만,,커피숍/커피 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/848/dda3274034a442a8b01290eca7487dbe.jpg
619,성동구,어반그라운드헤어 상왕십리점,서울 성동구 왕십리로 353,vip빌딩 2층,5,11:00 ~ 21:00,없음,99,1,,1,,99,쥬니어 커트,37.56363389,127.0306507,결식아동,아이 본인만,쥬니어 커트,미용실,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/619/5e0c3cbe2d2f4f108b9a49a59cc7f6a2.jpg
988,성동구,더짜글왕십리점,서울 성동구 왕십리로21가길 1,1층,5,11:00~23:00,없음,1,2,,"01,02",,99,"짜글이1인분,짜글이2인분",37.56105242,127.0330712,"결식아동,독거노인",동반 1인,"짜글이1인분,짜글이2인분",,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/988/3685ddd532e44540924f5cd346901137.jpg
429,성북구,주식회사 늘,서울 성북구 고려대로24가길 13-2,Golden House 1층,9,PM 5:00 ~ AM 1:00,정기휴무 없음.,1,1,,1,,99,식사류 모든 품목,37.58533768,127.0303206,결식아동,아이 본인만,식사류 모든 품목,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/429/5c409bd0de594bb7bdffc794b8ec10d6.jpg
1079,성북구,대연생고깃간,서울 성북구 돌곶이로22나길 29,1층 대연생고깃간,9,오전9시30분~ 저녁9시30분,,1,1,,1,,99,모든 고기 20.000원 상당,37.60920605,127.0611484,결식아동,아이 본인만,모든 고기 2.원 상당,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
346,성북구,대한푸드(사계절치킨),서울 성북구 동소문로24길 31,지층 사계절치킨,9,오전10시부터 새벽2시까지,없음,1,2,,"01,02",,99,치킨 세가지 후라이드간장 양념,37.59226157,127.0189355,"결식아동,독거노인",동반 1인,치킨 세가지 후라이드간장 양념,도매업체,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/346/d77e042fec8546d2bc6c54932e6beaaa.jpeg
298,성북구,나이스 샌드위치,서울 성북구 보문로34길 72-4,1층,9,오전 10시 30분~ 밤 12시,매주 월요일,1,99,아이 본인과 친구들 사주고 싶을때,"01,02",,99,모든 품목이고 간식도 챙겨 보낼께요,37.59097109,127.0193769,"결식아동,독거노인",아이 본인과 친구들 사주고 싶을때,모든 품목이고 간식도 챙겨 보낼께요,카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/298/4abba39406ac41e8acc9b9f227a7931b.jpg
240,성북구,하오하오츠,서울 성북구 서경로 37,1층,9,11:00 ~ 21:30 (마지막 주문 20:30),"평일 15:00 ~ 17:00 신정,명절당일",1,2,,"01,02,99",군인 경찰,1,,37.60712437,127.0154451,"결식아동,독거노인,군인 경찰",동반 1인,,중국 음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/240/c96683e00f1245aa8b4fcde17f40a147.png
147,성북구,72420미아사거리점,서울 성북구 숭인로 50,근린상가2동 2103호(108동상가),9,11:00~21:00,15:00~16:30,1,2,,,,99,쌀국수 및 볶음밥,37.61198667,127.028784,,동반 1인,쌀국수 및 볶음밥,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/147/2e5316bb883a4f809d5ec554231c7e2b.jpeg
344,성북구,닥터브이 코인노래연습장,서울 성북구 안암동5가 104-30,지하1층,9,9시부터 새벽3시,없습니다.,99,1,,1,,99,"의류,신발사업도하고있습니다 신발,옷",37.58396192,127.029729,결식아동,아이 본인만,"의류,신발사업도하고있습니다 신발,옷",노래방,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
257,성북구,샤롱샤롱,서울 성북구 장월로1길 111,1층,9,화수목금 12:30~7시(제품 소진시 조기마감),토일월,1,1,,"01,99",기초수급가정아동,2,,37.604307,127.0429812,"결식아동,기초수급가정아동",아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/257/8f3d081ba4e048a7973244e1f71e5cfe.jpg
506,성북구,서민스시,서울 성북구 장위동 66-323,1층,9,오전11시30분 ~ 오후9시,"오후2시~오후5시 재료준비시간, 마지막주문 8시30분",1,2,,1,,99,"점심메뉴 2인 지급 26,000원상당",37.60957472,127.0521737,결식아동,동반 1인,"점심메뉴 2인 지급 26,원상당",음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/506/2219a20430c44028b43a8b1cf72f05ad.png
501,성북구,쌀똑핫도그 월곡직영점,서울 성북구 하월곡동 227,상가1층 쌀똑핫도그,9,11:00-23:00,연중무휴,1,2,,"01,02",,1,,37.60327757,127.0421197,"결식아동,독거노인",동반 1인,,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/501/c308f35b4d2d445cb2cd648b7a1af9c5.jpg
129,성북구,발효명가기와집갈비,서울 성북구 화랑로25길 18,기와집갈비,9,오전11~오후10,매주 일요일,1,2,,"01,99",독거노인,99,식사류,37.60945421,127.0522897,"결식아동,독거노인",동반 1인,식사류,갈비 전문 음식점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
183,송파구,필라멘,서울 송파구 가락동 80,102동119호 필라멘,24,11-14.30  16:30-21:00,15:00-16:30,1,1,,1,,1,,37.49506449,127.1204362,결식아동,아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/183/a9dc7b6ad9c144dbb894b651e8cb3ebd.jpg
118,송파구,카페시아아틀리에,서울 송파구 문정로1길 34,1층 카페시아 아틀리에,24,10:00 ~ 20:00,없음,1,1,,"01,02",,1,,37.48916353,127.1236663,"결식아동,독거노인",아이 본인만,,카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/118/3e379ce4b5734023aead1c557ac0d4fd.jpg
620,송파구,달떡볶이 잠실점,서울 송파구 삼학사로12길 14,106호,24,10:00 ~ 22:00,없음,1,2,,1,,99,"초승달세트(떡볶이,순대,튀김,음료)",37.50154387,127.0985952,결식아동,동반 1인,"초승달세트(떡볶이,순대,튀김,음료)",,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
321,송파구,입분식가정집,서울 송파구 송파동 51-4,2층 입분식가정집,24,11:30~21시,없음,1,3,,1,,2,,37.50999855,127.1104017,결식아동,동반 2인,,떡볶이 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/321/75c48fd955584703954189f973b54312.jpg
507,송파구,천향마라탕잠실점,서울 송파구 송파동 51-8,101호,24,10:00 -22:00,연중무휴,1,3,,"01,02,99",65세이상 어르신,99,마라탕,37.50988915,127.1103261,"결식아동,독거노인,65세이상 어르신",동반 2인,마라탕,음식점,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/507/133e9269a24b4fa593821747822e039d.jpg
418,송파구,헤어매직,서울 송파구 신천동 7,장미상가 A동 314호,24,10:00 ~ 20:00,명절 외 연중무휴,3,1,,1,,99,컷트 무료,37.51888493,127.0992805,결식아동,아이 본인만,컷트 무료,미용실,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/418/13e54586d40847d8a72e47c21efcbd64.jpg
818,송파구,1974,서울 송파구 오금동 11,현대백조아파트상가 a동 102호,24,오후 3시~새벽 1시,없음,1,2,,1,,2,,37.50939106,127.1292595,결식아동,동반 1인,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/818/ca2df34d8e4d412cae3e41ff1de87d38.jpg
655,송파구,라라브레드 잠실점,서울 송파구 오금로16길 4,라라브레드 1층,24,10:00 ~ 21:00,x,1,1,,1,,99,직원선택 2종,37.51113268,127.1091047,결식아동,아이 본인만,직원선택 2종,카페,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
992,송파구,티테리아 (TEA TERIA),서울 송파구 올림픽로35가길 10,상가동 103호,24,오전8:00 ~ 오후7:00,주말 및 공휴일 휴무,1,1,,"01,02",,99,"음료 1잔 (4,000원 기준)",37.51691299,127.1022358,"결식아동,독거노인",아이 본인만,"음료 1잔 (4,원 기준)",카페,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/992/4e482a5485204897aee56fe0d74a4a87.jpg
598,송파구,북경짜장 위례신도시점,서울 송파구 위례광장로 120,1층 북경짜장,24,10:00~20:30,없음,1,1,,"01,02,99",정말 돈없고 배고픈 사람들,99,"짜장, 짬뽕, 볶음밥,1인탕수육등등",37.47501456,127.1416298,"결식아동,독거노인,정말 돈없고 배고픈 사람들",아이 본인만,"짜장, 짬뽕, 볶음밥,1인탕수육등등",,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/598/bd028e3deb7d4cc9abb476545e993dff.jpg
262,양천구,서서울,서울 양천구 남부순환로58길 33,1층 105호 서서울,15,오전9시~저녁10시,연중무휴,1,2,,"01,02",,2,,37.52917527,126.8313073,"결식아동,독거노인",동반 1인,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/262/64871b9776194c8bb795d4b526ee6ed2.jpg
85,양천구,한옥안동국시,서울 양천구 목동서로 213,B1,15,확인요망,일요일,1,,,,,,,37.52801699,126.8706157,,,,국수 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
260,양천구,성찬푸드,서울 양천구 신월동 122-15,"1층 성찬푸드/족발,냉면,짜글이",15,오전11시30분~익일 02시 까지,없음,1,99,그날 상황에 따라 달라질수 있습니다,"01,02",,99,냉면류,37.53011521,126.8355991,"결식아동,독거노인",그날 상황에 따라 달라질수 있습니다,냉면류,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/260/99a2c229982840cc973ac27f2c368018.jpg
1065,양천구,유캔두잇 신월점,서울 양천구 신월동 22-19,104호 유캔두잇신월점,15,오전10시~밤10시,연중무휴,1,1,,"01,02",,1,,37.54073459,126.8333616,"결식아동,독거노인",아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
184,양천구,피자베이본점,서울 양천구 신월로 351,1층 피자베이,15,오전 11시부터 밤 12시까지,,1,99,피자 한판으로 제공,"01,02,99",식사를 잘못하는 불우한이웃!!,99,오늘의요일피자 와 음료수 증정,37.52216881,126.8600582,"결식아동,독거노인,식사를 잘못하는 불우한이웃!!",피자 한판으로 제공,오늘의요일피자 와 음료수 증정,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/184/03d398ee65d34784af8841b265dd21ca.jpg
546,양천구,푸라닭신정1동점,서울 양천구 신월로36길 3-1,1층,15,12시~24시,연중무휴,1,1,,1,,99,푸라닭치킨,37.5212686,126.8584534,결식아동,아이 본인만,푸라닭치킨,치킨 전문점,https://xn--o39akkz01az4ip7f4xzwoa.com/images/header_logo.png
264,양천구,엘리트태권도,서울 양천구 신정이펜2로 22,601호 엘리트태권도장,15,13시30분~21시,"토,일,공휴일",2,1,,1,,1,,37.51289569,126.8325647,결식아동,아이 본인만,,,https://xn--o39akkz01az4ip7f4xzwoa.com//file/store/264/9825c057da1b49fea9fcc6c4a48f4da1.jpg
